N,W_1000
10000000,0.01105711697786771
10000000,0.009424960445220676
10000000,0.011179131243478913
10000000,0.005676146040764052
10000000,0.010831598864769698
10000000,0.008499089603125731
10000000,0.002308157281302625
10000000,0.005475754074504291
10000000,0.012174551213100626
10000000,0.004822639571170906
10000000,0.009051893943134881
10000000,0.006071587471995876
10000000,0.00994124462370971
10000000,0.013630735391404358
10000000,0.009320913505096673
10000000,0.00893819788105421
10000000,0.01412115548494064
10000000,0.006400763528874642
10000000,0.012740628759791539
10000000,0.003863066637900703
10000000,0.007808111241911386
10000000,0.009939699575259975
10000000,0.014152012371948075
10000000,0.012598241075182148
10000000,0.006306526500483134
10000000,0.008325479092195942
10000000,0.00914311377404431
10000000,0.011065171773594562
10000000,0.006882852507043236
10000000,0.012694403526597675
10000000,0.013308445045968398
10000000,0.0061911199713565734
10000000,0.005183974805656022
10000000,0.016117987253880806
10000000,0.010074119474715038
10000000,0.007406935586479313
10000000,0.003245394455387185
10000000,0.00944384394248321
10000000,0.011700313060436063
10000000,0.015578956451900328
10000000,0.008302886182435243
10000000,0.007317843862417628
10000000,0.009533937757447042
10000000,0.006297975788332244
10000000,0.011183715890274892
10000000,0.012599780252830262
10000000,0.008512518064989205
10000000,0.007930545531471767
10000000,0.014588664040265487
10000000,0.002811229243218638
10000000,0.01172574908849544
10000000,0.014999531334084604
10000000,0.01367176894113109
10000000,0.008365178354660552
10000000,0.006447665771666777
10000000,0.014475770240287789
10000000,0.00862675569761584
10000000,0.003600413530202129
10000000,0.01306281510198437
10000000,0.0061694886505896385
10000000,0.0078165258480416
10000000,0.013239048281868948
10000000,0.008531823438023833
10000000,0.006751761725534267
10000000,0.006969743209865209
10000000,0.011580253825392406
10000000,0.009543280197734316
10000000,0.01127509433361329
10000000,0.012849500102237177
10000000,0.005386244642093252
10000000,0.013056836599923183
10000000,0.0041998541051191385
10000000,0.013738441402128654
10000000,0.01238684971111459
10000000,0.016665801585104556
10000000,0.00526107054076852
10000000,0.008809001683509843
10000000,0.010255913747900136
10000000,0.006569251043035296
10000000,0.015117093761430334
10000000,0.013050409013119602
10000000,0.008303662983585092
10000000,0.009881181767897651
10000000,0.009977399828759004
10000000,0.01049303519155298
10000000,0.007615776988344036
10000000,0.0065630293048098975
10000000,0.011976018639657582
10000000,0.00892843983797198
10000000,0.007521636826421485
10000000,0.013541113056389942
10000000,0.019420981986784103
10000000,0.013785002422750159
10000000,0.012751815356932594
10000000,0.007279742262859434
10000000,0.011788190183644631
10000000,0.01100142426716555
10000000,0.01539782907045828
10000000,0.00481553785938571
10000000,0.015908593463620946
10000000,0.008491511713182742
10000000,0.0063448807713866184
10000000,0.008011143053271441
10000000,0.009718365402737184
10000000,0.009336838878788556
10000000,0.00852473110984242
10000000,0.011265501299451586
10000000,0.010359454102408017
10000000,0.01287298111287194
10000000,0.009044072649582735
10000000,0.01025195445993854
10000000,0.004008028543659337
10000000,0.006590680735389043
10000000,0.013942057375718409
10000000,0.014770381865953808
10000000,0.008828571787140693
10000000,0.008112432605271058
10000000,0.012157509768314534
10000000,0.012741340436374204
10000000,0.005859774215000169
10000000,0.006793055951589633
10000000,0.00698943051490486
10000000,0.013267412153208258
10000000,0.009781765207033777
10000000,0.011963462313738349
10000000,0.009894696532063318
10000000,0.009927366356458966
10000000,0.011604132977152681
10000000,0.014686173485663478
10000000,0.009836686717184628
10000000,0.006417614963226903
10000000,0.006152789292286465
10000000,0.014020113670830114
10000000,0.00963488485599795
10000000,0.005098074824891774
10000000,0.004734969491658081
10000000,0.010107449030629434
10000000,0.01088336856586225
10000000,0.011322497320487512
10000000,0.0085084884309925
10000000,0.00802286018428211
10000000,0.012544424534049137
10000000,0.012426797798054778
10000000,0.0093126954154783
10000000,0.009005185931115323
10000000,0.006066295780223996
10000000,0.014343025247390062
10000000,0.008852457406906544
10000000,0.00974580670040981
10000000,0.011850925609877327
10000000,0.00998302939912521
10000000,0.008372280074806393
10000000,0.009588378724898816
10000000,0.009944416786126342
10000000,0.008043779013091057
10000000,0.004834198191581041
10000000,0.011499081308816161
10000000,0.011447940961270553
10000000,0.011316426860643158
10000000,0.010922533076294538
10000000,0.007487478367880107
10000000,0.014281197869661533
10000000,0.005070405775020381
10000000,0.0148436226401496
10000000,0.009790165249390137
10000000,0.0046634571538610725
10000000,0.007886464853094854
10000000,0.008735629054810401
10000000,0.014356842230096367
10000000,0.006567004673499022
10000000,0.006496272592990571
10000000,0.012649455764614959
10000000,0.011449189738881205
10000000,0.012160885015929934
10000000,0.006597558929463787
10000000,0.010017886549632649
10000000,0.009941810236275717
10000000,0.009272189328074831
10000000,0.01043543683569359
10000000,0.01935573550505254
10000000,0.010634989139942874
10000000,0.005577110558759202
10000000,0.016817947468046657
10000000,0.013583693917465833
10000000,0.009168375266928708
10000000,0.010837047133224753
10000000,0.015158109293055277
10000000,0.006257492448842106
10000000,0.011571646476060238
10000000,0.008810647950215467
10000000,0.010157144281873531
10000000,0.012491830853651242
10000000,0.006990062598735913
10000000,0.0030619127191604534
10000000,0.012577937592855193
10000000,0.005499119431838451
10000000,0.01241602202238079
10000000,0.006876654706511887
10000000,0.013148302441008508
10000000,0.009004428303050482
10000000,0.009675786110273643
10000000,0.013250785142271182
10000000,0.007526339142133964
10000000,0.00913040758749939
10000000,0.00906708694464553
10000000,0.00921786945522518
10000000,0.006185460661429554
10000000,0.012075920506705917
10000000,0.0120856731549992
10000000,0.009349272580328805
10000000,0.015480288482062288
10000000,0.00407895306949313
10000000,0.010711344543963053
10000000,0.008603754382810247
10000000,0.00653307580930651
10000000,0.009381715372977162
10000000,0.003018820299529046
10000000,0.008123992018645554
10000000,0.009432652484848147
10000000,0.013847230012210443
10000000,0.008917904212916272
10000000,0.010470126888166509
10000000,0.01579998251347492
10000000,0.005589125550999774
10000000,0.00931504183801013
10000000,0.011093935962923296
10000000,0.012524217887310507
10000000,0.011223229964186454
10000000,0.00967557753919479
10000000,0.008116221892730868
10000000,0.010983078013991454
10000000,0.0071668452886668454
10000000,0.007670634246394248
10000000,0.00688287543045929
10000000,0.01023351638131853
10000000,0.007114304684979533
10000000,0.010143257360914038
10000000,0.006305139654786851
10000000,0.00818110459970689
10000000,0.00853604345094705
10000000,0.01405613441270126
10000000,0.009408659127694619
10000000,0.01527853860105155
10000000,0.005918258717391378
10000000,0.013369806183204491
10000000,0.016371834336454838
10000000,0.007614846881013104
10000000,0.010645495114158687
10000000,0.011715067858377504
10000000,0.006433043406730565
10000000,0.006893501116657208
10000000,0.008147616387289669
10000000,0.010329395856662371
10000000,0.00790447490842816
10000000,0.01347712616070007
10000000,0.01259315056208865
10000000,0.011995239525900758
10000000,0.012674660836441975
10000000,0.009017473309440693
10000000,0.006274477610318074
10000000,0.010052933056879154
10000000,0.00969373317452249
10000000,0.007990544973232372
10000000,0.012977409796179673
10000000,0.010814292115307489
10000000,0.0059018523220623065
10000000,0.00678461159604038
10000000,0.007707916127682846
10000000,0.009249271439363826
10000000,0.0022437340214117585
10000000,0.013151345455997165
10000000,0.008598002305686525
10000000,0.005939347182088439
10000000,0.01065096655199993
10000000,0.005695663748589985
10000000,0.006843789999495531
10000000,0.0074040571182631965
10000000,0.00605611475403689
10000000,0.014255544573026024
10000000,0.008095812548434833
10000000,0.010159043744532359
10000000,0.010281846659221383
10000000,0.013328620702857785
10000000,0.0084205094683667
10000000,0.0174396450315768
10000000,0.013215585343554936
10000000,0.011844221743477545
10000000,0.007429632873694136
10000000,0.01452810410610006
10000000,0.01444559393757805
10000000,0.006286974344029916
10000000,0.00654346957788321
10000000,0.011286583127056438
10000000,0.015177821673458936
10000000,0.013012655421236197
10000000,0.012665226414709352
10000000,0.007270419001349504
10000000,0.013421753533885972
10000000,0.0058502946258717214
10000000,0.009513535558111519
10000000,0.015391847088969124
10000000,0.013378943063500737
10000000,0.007822029260718955
10000000,0.007004051902024133
10000000,0.00725560567898309
10000000,0.010752009412696939
10000000,0.006124226808895683
10000000,0.011452149062390005
10000000,0.006374679671639072
10000000,0.011782924195261613
10000000,0.010449260452959352
10000000,0.012920737257262505
10000000,0.006503303352826895
10000000,0.0063979318893184756
10000000,0.01395921138546563
10000000,0.0060410637468630846
10000000,0.019762127217380465
10000000,0.015515259834564366
10000000,0.005404754793684741
10000000,0.005070674515940232
10000000,0.008028948037090089
10000000,0.012416622167594205
10000000,0.016615628946725525
10000000,0.00872477272725436
10000000,0.006362267779488562
10000000,0.010655908262340641
10000000,0.014948107564070168
10000000,0.008477437787267172
10000000,0.005161569560242052
10000000,0.009907708213130917
10000000,0.01083851203274
10000000,0.013949318426426438
10000000,0.010759871430807588
10000000,0.010009176067838244
10000000,0.01209362684591031
10000000,0.013663798953224893
10000000,0.0052307730550773535
10000000,0.009238599794570423
10000000,0.008743641570719829
10000000,0.012095893778543032
10000000,0.010121661332869736
10000000,0.009551234197290426
10000000,0.010780741308062503
10000000,0.006777574633082595
10000000,0.008102948132279075
10000000,0.009899954666468203
10000000,0.00881335001897321
10000000,0.01205894229342308
10000000,0.006978761316638216
10000000,0.005262605453808966
10000000,0.01012108985577087
10000000,0.00834338316558425
10000000,0.011128351760729127
10000000,0.008908511564132193
10000000,0.009670830325809177
10000000,0.0061275352400245175
10000000,0.008904389650430278
10000000,0.00796058424026136
10000000,0.006798235350917059
10000000,0.010362757832916292
10000000,0.010452873235454185
10000000,0.015675065440489244
10000000,0.008536158376722391
10000000,0.011150207616080543
10000000,0.017560074339572962
10000000,0.011806950380008785
10000000,0.011013292300629862
10000000,0.008016831807750702
10000000,0.005590662884097375
10000000,0.009132893150500476
10000000,0.016383738319042274
10000000,0.008716986989428688
10000000,0.01328330356316143
10000000,0.011473099419224364
10000000,0.009063374402436097
10000000,0.012532806083302983
10000000,0.008113619408617434
10000000,0.011050630733968836
10000000,0.006591238091153473
10000000,0.010042175043811552
10000000,0.007472518667339223
10000000,0.01187414402617104
10000000,0.004446081776829369
10000000,0.014410900374890678
10000000,0.011066073817879274
10000000,0.01173218998187675
10000000,0.0077220992309617875
10000000,0.011846003409302086
10000000,0.007106442666868995
10000000,0.0064682449747512916
