W_1000,W_3000,W_5000,W_10000,W_30000,W_50000
0.004450848667889029,0.0023805418683588986,0.0019384664987025513,0.0006186946580054586,0.0,0.0
0.004030307617790663,0.0035258143092794514,0.002141053773341839,0.0007050260133854014,0.0,0.0
0.0072220160740894546,0.0036755403753484517,0.0022910122474555372,0.00039105997215638233,0.0,0.0
0.0025608474917077073,0.0037439911688963434,0.002674426097238891,0.0005819384698046992,0.0,0.0
0.004843285036877476,0.0026296265510865613,0.0013962769101276695,0.0005687173418457148,0.0,0.0
0.004472956432703512,0.003171620270951414,0.0019409224789086466,0.0006764745941602035,0.0,0.0
0.0042646120918700126,0.0033078991200204966,0.00269943479405077,0.0007274096229631377,0.0,0.0
0.005020304020007638,0.0022356850989367905,0.00263843250877982,0.0005000268239885308,0.0,0.0
0.003924314127551676,0.0031629177802557917,0.0026491746573946706,0.0005507737179796246,0.0,0.0
0.0021151307387402563,0.004289058744975538,0.002661941475333496,0.0003376824143161983,0.0,0.0
0.003880858602716253,0.0026185551572786014,0.00259066428456578,0.0006629881887519895,0.0,0.0
0.005288399054145132,0.0032566803469681327,0.0030168447213614336,0.0005682505503578072,0.0,0.0
0.003588382155488623,0.0039383544430057205,0.003110296466403595,0.0004627419307942082,0.0,0.0
0.0035555184019593344,0.003199256546561724,0.002519382375017143,0.000206699744342842,0.0,0.0
0.005007146587289624,0.0023671125432854767,0.002538235604376826,0.0006365345504297792,0.0,0.0
0.005088557122269521,0.004248782141424989,0.002360386187258534,0.000496436965959024,0.0,0.0
0.0071342461108994115,0.002246922875702495,0.0015172411029299449,0.0007141985832053166,0.0,0.0
0.0048432746320729025,0.003171624841010412,0.002403323862996909,0.00045338134193284585,0.0,0.0
0.006016110514972306,0.001678685444368555,0.0024409045891526926,0.0006187775798381923,0.0,0.0
0.004793955308776576,0.0035393255053512984,0.002142592100693008,0.0005371066081417686,0.0,0.0
0.0043246883983021345,0.0011896863416159809,0.0023636436205853872,0.0006495017833436645,0.0,0.0
0.002458649325932316,0.004412397111976829,0.0025628619944658704,0.0006727826445278584,0.0,0.0
0.0031095964896666883,0.0030211450589567868,0.0031916709032874246,0.0004960638177117227,0.0,0.0
0.0031470550411227816,0.005012081736591956,0.0024954173883990904,0.0005135132293967448,0.0,0.0
0.007465237902440913,0.0039117065571943055,0.0030808305211299514,0.0005915677429115807,0.0,0.0
0.0028285475141595073,0.0029802577073877456,0.002036837664031399,0.0006731557927751597,0.0,0.0
0.002559527946758622,0.003075481177770567,0.002331705530134509,0.0007036918614690135,0.0,0.0
0.0049369192304123954,0.002056963045122595,0.0017279547261542794,0.0008499990023406179,0.0,0.0
0.0030020518414979325,0.0033216630739109076,0.0029176186373205404,0.0006503780670393811,0.0,0.0
0.004134439148822278,0.0021157034142790243,0.0023044032144898807,0.000849750236842306,0.0,0.0
0.004588854411033294,0.003922803090217419,0.0032170972139055065,0.0003709512514998847,0.0,0.0
0.002838244089312769,0.002876249349428206,0.001909545095454268,0.00042818433860225547,0.0,0.0
0.004216286685592152,0.0015286329501087437,0.003452061619995339,0.000350955407996123,0.0,0.0
0.0055241200763596066,0.00239954975331913,0.0025220666761837096,0.0007078709650977233,0.0,0.0
0.002571051535486757,0.002508347629951002,0.0019275966901783903,0.0005665262089207257,0.0,0.0
0.0028631661923969043,0.0027264280075105507,0.002467441637773904,0.0006462776431794826,0.0,0.0
0.005670517248411944,0.0034617699163693727,0.0022641180742234424,0.0005006926703781112,0.0,0.0
0.0011351524269712643,0.0031442337106495355,0.002728904878647742,0.0008771673783508627,0.0,0.0
0.0029897633073519003,0.003784555971525272,0.002513338439065871,0.0006868229026131267,0.0,0.0
0.003343995439305747,0.002421814197695382,0.0024133165738192686,0.0006190263453363931,0.0,0.0
0.005366945331697459,0.004098143588006309,0.002077096046291138,0.00044640778407845083,0.0,0.0
