M,twin_count,quadruple_count_all,quadruple_count_small_delta,exact_symmetric_count,near_symmetric_count_6,near_symmetric_count_12,weighted_cupola_all,weighted_cupola_small_delta,delta_histogram_small,eta_histogram_small
11550,7,8,0,0,0,0,0.025580623334,0.000000000000,{},{}
13860,12,36,4,2,2,6,0.189475859246,0.052859477124,"{48: 1, 72: 1, 102: 1, 120: 1}","{12: 2, 42: 1, 84: 1}"
16170,9,20,3,1,2,3,0.103245200738,0.040277777778,"{48: 1, 90: 1, 120: 1}","{12: 1, 30: 1, 84: 1}"
18480,5,6,0,0,0,0,0.024565553842,0.000000000000,{},{}
20790,12,36,3,1,1,3,0.170153869562,0.055555555556,"{36: 1, 60: 1, 90: 1}","{0: 1, 24: 1, 54: 1}"
23100,8,15,0,0,0,0,0.056900981087,0.000000000000,{},{}
25410,7,9,0,0,0,0,0.034285934986,0.000000000000,{},{}
27720,10,25,3,1,2,3,0.130716637087,0.047303921569,"{48: 1, 60: 1, 102: 1}","{0: 1, 12: 1, 42: 1}"
30030,6,9,1,0,0,0,0.043471556057,0.012820512821,{78: 1},{42: 1}
32340,12,36,5,1,2,5,0.165772415182,0.062938596491,"{48: 1, 72: 1, 90: 1, 114: 1, 120: 1}","{12: 2, 30: 1, 54: 1, 84: 1}"
34650,9,15,0,0,0,1,0.049104684338,0.000000000000,{},{}
36960,6,8,2,1,1,1,0.039866045834,0.019444444444,"{90: 1, 120: 1}","{0: 1, 30: 1}"
39270,7,12,2,0,1,2,0.062037268444,0.018575851393,"{102: 1, 114: 1}","{30: 1, 42: 1}"
41580,6,9,1,0,0,2,0.037872432812,0.011111111111,{90: 1},{30: 1}
43890,9,16,0,1,1,1,0.051355158816,0.000000000000,{},{}
46200,7,12,1,2,2,2,0.060088595782,0.011111111111,{90: 1},{54: 1}
48510,8,15,1,1,1,1,0.070803960057,0.016666666667,{60: 1},{0: 1}
50820,5,6,0,0,0,1,0.015381301418,0.000000000000,{},{}
53130,8,15,2,1,1,1,0.076654007615,0.028571428571,"{60: 1, 84: 1}","{0: 1, 24: 1}"
55440,7,9,0,1,1,1,0.027025011552,0.000000000000,{},{}
57750,4,4,0,0,0,0,0.013673531713,0.000000000000,{},{}
60060,4,0,0,0,0,0,0.000000000000,0.000000000000,{},{}
62370,4,0,0,0,0,0,0.000000000000,0.000000000000,{},{}
64680,6,9,1,1,1,2,0.035512675688,0.008333333333,{120: 1},{84: 1}
66990,8,15,0,0,0,2,0.045356556239,0.000000000000,{},{}
69300,7,12,0,0,1,1,0.043503047475,0.000000000000,{},{}
71610,9,18,0,2,2,3,0.051344049753,0.000000000000,{},{}
73920,5,6,0,1,1,1,0.016378235457,0.000000000000,{},{}
76230,7,12,1,0,0,1,0.047958642479,0.009803921569,{102: 1},{42: 1}
78540,5,4,1,1,1,1,0.030870104554,0.016666666667,{60: 1},{0: 1}
80850,10,24,1,1,1,4,0.099586326470,0.012820512821,{78: 1},{42: 1}
83160,6,5,0,0,0,0,0.012782788820,0.000000000000,{},{}
85470,7,10,0,0,0,1,0.038067070647,0.000000000000,{},{}
87780,9,14,0,1,1,2,0.037997315411,0.000000000000,{},{}
90090,6,8,0,0,0,1,0.029550390406,0.000000000000,{},{}
92400,9,15,1,0,0,1,0.054977639436,0.012820512821,{78: 1},{42: 1}
94710,7,10,0,0,0,1,0.030076488593,0.000000000000,{},{}
97020,7,12,0,1,1,1,0.037547951370,0.000000000000,{},{}
99330,5,6,1,1,2,2,0.029295704296,0.011111111111,{90: 1},{54: 1}
101640,4,4,0,1,1,1,0.014938834612,0.000000000000,{},{}
103950,8,12,0,1,1,1,0.058645192667,0.000000000000,{},{}
106260,8,16,3,0,0,1,0.087881134933,0.037581699346,"{60: 1, 90: 1, 102: 1}","{18: 1, 24: 1, 54: 1}"
108570,6,8,0,0,0,0,0.025069450319,0.000000000000,{},{}
110880,6,6,1,1,1,1,0.029004928895,0.009803921569,{102: 1},{18: 1}
113190,10,21,0,1,1,2,0.083129805354,0.000000000000,{},{}
115500,7,12,0,0,0,0,0.038599061035,0.000000000000,{},{}
117810,9,16,0,0,0,1,0.061545226953,0.000000000000,{},{}
120120,5,0,0,0,0,0,0.000000000000,0.000000000000,{},{}
122430,10,24,2,1,2,2,0.091524848593,0.018575851393,"{102: 1, 114: 1}","{30: 1, 42: 1}"
124740,5,4,0,0,0,0,0.013567977039,0.000000000000,{},{}
127050,6,8,1,0,1,2,0.046876475702,0.020833333333,{48: 1},{12: 1}
129360,9,18,1,1,1,2,0.061449388571,0.008771929825,{114: 1},{30: 1}
131670,8,15,1,1,1,2,0.062118991499,0.013888888889,{72: 1},{12: 1}
133980,4,2,0,0,0,0,0.006268691051,0.000000000000,{},{}
136290,3,2,0,0,0,0,0.005445761968,0.000000000000,{},{}
138600,5,4,0,1,1,1,0.012132198496,0.000000000000,{},{}
140910,8,7,0,0,0,1,0.018024127970,0.000000000000,{},{}
143220,4,4,0,0,0,0,0.014692577334,0.000000000000,{},{}
145530,6,5,2,1,1,1,0.053668215254,0.038888888889,"{36: 1, 90: 1}","{0: 1, 54: 1}"
147840,2,1,0,0,0,0,0.002564102564,0.000000000000,{},{}
150150,7,12,1,1,1,3,0.048998738190,0.008333333333,{120: 1},{0: 1}
152460,6,6,2,0,0,0,0.041403862456,0.019883040936,"{90: 1, 114: 1}","{30: 1, 54: 1}"
154770,6,8,1,1,1,1,0.039715496343,0.008333333333,{120: 1},{84: 1}
157080,9,20,0,1,1,4,0.063715877187,0.000000000000,{},{}
159390,7,12,0,0,0,0,0.035555224482,0.000000000000,{},{}
161700,9,18,2,0,0,1,0.080838282830,0.020915032680,"{90: 1, 102: 1}","{18: 1, 30: 1}"
164010,6,9,0,0,0,1,0.036801727523,0.000000000000,{},{}
166320,3,2,1,0,0,1,0.024166666667,0.020833333333,{48: 1},{12: 1}
168630,4,2,0,0,0,0,0.005555555556,0.000000000000,{},{}
170940,5,4,0,0,0,0,0.011555418891,0.000000000000,{},{}
173250,6,9,2,1,1,1,0.052129776836,0.021708683473,"{84: 1, 102: 1}","{0: 1, 18: 1}"
175560,4,3,0,0,0,0,0.009463009668,0.000000000000,{},{}
177870,7,12,1,0,1,2,0.064615274534,0.020833333333,{48: 1},{12: 1}
180180,7,8,0,1,1,1,0.030157391342,0.000000000000,{},{}
182490,6,9,0,1,1,1,0.035419928595,0.000000000000,{},{}
184800,8,15,0,1,2,2,0.050080971457,0.000000000000,{},{}
187110,6,8,2,0,0,2,0.053515913977,0.030555555556,"{60: 1, 72: 1}","{12: 1, 24: 1}"
189420,7,12,3,1,1,2,0.077590681231,0.041748366013,"{48: 1, 90: 1, 102: 1}","{12: 1, 42: 1, 54: 1}"
191730,9,18,1,0,0,1,0.079983667620,0.012820512821,{78: 1},{42: 1}
194040,6,8,0,1,1,1,0.031463654784,0.000000000000,{},{}
196350,4,4,0,0,0,1,0.014010858366,0.000000000000,{},{}
198660,6,8,0,0,0,0,0.018944475341,0.000000000000,{},{}
200970,5,6,2,0,0,0,0.040646663201,0.025000000000,"{60: 1, 120: 1}","{24: 1, 84: 1}"
203280,9,8,2,1,1,2,0.052077843085,0.018575851393,"{102: 1, 114: 1}","{30: 1, 42: 1}"
205590,3,2,0,0,0,0,0.007954545455,0.000000000000,{},{}
207900,6,9,0,1,1,2,0.031968757970,0.000000000000,{},{}
210210,5,6,0,0,0,0,0.025639415671,0.000000000000,{},{}
212520,1,0,0,0,0,0,0.000000000000,0.000000000000,{},{}
214830,2,0,0,0,0,0,0.000000000000,0.000000000000,{},{}
217140,9,18,0,1,2,3,0.048583274389,0.000000000000,{},{}
219450,4,4,0,0,0,0,0.013578801284,0.000000000000,{},{}
221760,7,12,0,0,1,1,0.034864761963,0.000000000000,{},{}
224070,5,3,0,0,0,0,0.011567460317,0.000000000000,{},{}
226380,4,2,0,0,0,1,0.006841817187,0.000000000000,{},{}
228690,9,20,1,1,1,2,0.067724968226,0.008771929825,{114: 1},{30: 1}
231000,7,9,1,0,0,0,0.043778737511,0.012820512821,{78: 1},{42: 1}
233310,6,9,0,1,1,1,0.032675830937,0.000000000000,{},{}
235620,5,4,0,0,0,2,0.012288461988,0.000000000000,{},{}
237930,6,8,1,0,0,1,0.033285840428,0.008771929825,{114: 1},{30: 1}
240240,4,4,0,0,0,0,0.015992841581,0.000000000000,{},{}
242550,3,2,0,0,0,0,0.008308004053,0.000000000000,{},{}
244860,5,3,0,0,0,0,0.007669244712,0.000000000000,{},{}
247170,4,4,0,0,0,0,0.011405606013,0.000000000000,{},{}
249480,4,4,4,1,1,1,0.047624434389,0.047624434389,"{60: 1, 78: 1, 102: 1, 120: 1}","{0: 1, 18: 1, 24: 1, 42: 1}"
251790,6,6,0,1,1,2,0.021092707381,0.000000000000,{},{}
254100,5,6,0,0,0,1,0.023046825018,0.000000000000,{},{}
256410,4,4,1,0,0,0,0.024307058761,0.012820512821,{78: 1},{42: 1}
258720,2,1,0,0,0,0,0.003267973856,0.000000000000,{},{}
261030,5,6,1,0,0,1,0.042308100396,0.020833333333,{48: 1},{12: 1}
263340,5,4,0,0,0,1,0.018972492657,0.000000000000,{},{}
265650,5,6,1,0,0,0,0.031890331890,0.011111111111,{90: 1},{30: 1}
267960,5,0,0,0,0,0,0.000000000000,0.000000000000,{},{}
270270,7,8,0,0,1,1,0.021998847645,0.000000000000,{},{}
272580,6,9,0,1,1,1,0.029109078011,0.000000000000,{},{}
